message,sentiment,interactionRate,pageName,likes,comments,shares,type,createTime
We were so excited to see our buddy Jessie Decker and Cape Fit Hoops in this months Cape Cod Magazine!  Nice shot taken at the brewery too!  We're hosting TWO of her HOOPs & HOPs classes in March!  Details on our website!,0,0.0365,Cape Cod Beer,5,0,0,Photo,02/28/2016 10:32:41
The Hempsteadys are here this morning for our Hopsteady collab brew.  They'll have merch and sign autographs for all you crazy brodiacs today.  We're open 12-5.,0,0.3962,Outer Light Brewing Company,12,0,1,Photo,02/28/2016 10:20:06
Sunday 2/28 drop by the taproom for LIVE music performed by Desert Rain #getlit #ctbeertrail #ctbeer #desertrain30,0,0.0528,Firefly Hollow Brewing,4,1,0,Photo,02/28/2016 10:10:09
"Couldn't make it to the brewery yesterday? You're in luck... 2 cases of Christollen remain! Stop in from 12-3 today, 500mL bottles, $15/each, 2 per person limit. Plus 6 beers & our maple cream soda for your Sunday afternoon enjoyment. Cheers! #drinkwinooskibeer #802 #drinklocal",0,0.2139,Four Quarters Brewing,10,0,0,Photo,02/28/2016 10:01:13
"Packed house yesterday for the #Catalyst bottle release! Sold out in under an hour. A sincere thank you to everyone who made their way out!
We also ran out of Part Cardiac and supplies are dwindling of Overryed and Noctivagator but we still have plenty of D-Burg and Machu Picchu. We're open 12-5, we'll see you soon!",1,3.7781,Black Pond Brews,72,5,2,Photo,02/28/2016 09:54:45
"Beer and Board Games continue today from 1 to 5pm with Riff, Hobbit Juice, Whisker'd Wit, Dogs & Boats, and P^2.  On Deck: Already Taken

  Sadly no Farm to Hearth but we have beer jerky.",1,0.6169,The Beer'd Brewing Co.,48,2,1,Photo,02/28/2016 09:41:32
"We brewed Sixteen Counties this week! This golden beer is brewed with 100% locally sourced grains. The barley was grown by our friends at Buck Farms and malted at Maine Malt House, LLC. in Mapleton, Maine.",0,0.1865,Allagash Brewing Company,193,5,5,Photo,02/28/2016 09:00:51
#dubsessions returns to @oxbowportland this afternoon!  Choice vinyl cuts start spinning at 4! #djprofessah #djnowolfpack,0,0,Oxbow Brewing Company,0,0,0,Photo,02/28/2016 08:33:56
"TODAY! Plenty of tickets left--just get here by 11:15amish! This will be a most educational and yummy event, not to be missed!!",1,0.6,Earth Eagle Brewings,28,0,2,Photo,02/28/2016 08:33:45
"Open today 12-5.  We've got Bourbon Barrel-Aged Bock -- our 22oz. growlers are only available out of of front room, so stop by today and grab one!",0,0.0499,DuVig Brewing Company,1,0,0,Photo,02/28/2016 08:30:43
Mike from @treehousebrewco dropped in today and brought us some goodness.  Thanks man!  They won't make it thru the night!  #craftbeer #delivery #brewerylife #thanks #ipa #doubleipa #treehousebrewing #proclamationale,1,1.7442,Proclamation Ale Company,53,3,1,Photo,02/28/2016 00:05:42
Nice hair Emo-Phil.  Definitely not our next sour release.  #emophil #alpacamagi #sourbeer #fanboy #nicehairbro  #brewerylife #ribeer #rilocal #401craftfamily,1,0.9849,Proclamation Ale Company,19,13,0,Photo,02/27/2016 23:36:06
Missing from our men's room. Last seen around 3:00 PM today. Answers to Christopher. Please return or we will find you!! Nobody steals our Walken and gets away with it!,1,1.0849,Element Brewing Company,11,3,9,Photo,02/27/2016 23:13:06
The bad news is the keg of Black IPA at Biederman's kicked tonight.  The good news is that Pasquaney Bay IPA is now flowing there.,1,3.3195,Shackett's Brewing Company,21,3,0,Status,02/27/2016 23:02:55
Before you laugh too hard... These would be great on the beach.. With cans..Even holds ice!  Is the name #plungerkoozie taken???,1,0.9727,Cape Cod Beer,116,17,0,Video,02/27/2016 22:03:16
"WoooHooo!  A huge shout to everyone who came out for #cabinfevercapecod this evening!  Special thanks to Kelly's on Main, The Sailing Cow Cafe and Guapo's for amazing food!  For Cape Cod Harley-Davidson and Figawi Charities... And of course all the folks at iHeartRadio..Cool 102, 106 WCOD, WXTK, and WEEI Sports Radio Network ... And Syndicate for rocking the house! .. And last but not least the brew crew who slung beer like the professionals they are!  Take that #winter2016",0,0.0512,Cape Cod Beer,7,0,0,Photo,02/27/2016 21:23:11
Roadhouse is happening,0,0.2127,The Bucket Brewery,8,0,0,Photo,02/27/2016 21:15:22
"El Lechedor returns tomorrow! Our spirited bourbon barrel-aged horchata-style milk stout is joined ringside by Better Bagels hand-rolled NY-style bagels and The Galley Ice Cream's honey bourbon confection. This beer tastes like your favorite cinnamon roll dipped in chocolate, with a spicy kick. Drafts & bottles at noon; $14 each, no limit",0,0.3953,Night Shift Brewing,49,9,2,Photo,02/27/2016 20:00:00
CASK ALERT! Get a sneak peak of the not-yet-released Nutmeg State Saison with clementine peel and dry hopped with fantasia hops. Sunday February 28th at 1:00 pm in the OLBC taproom. #ctbeer,0,0.4897,Outer Light Brewing Company,14,1,1,Photo,02/27/2016 19:46:00
,1,0.8191,Cape Cod Beer,106,4,2,Photo,02/27/2016 19:42:16
I <3 Media threw a great party tonight! Thanks to everyone for coming out and joining in the fun on a cold February night! #CabinFeverCapeCod,0,0.0293,Cape Cod Beer,3,1,0,Status,02/27/2016 19:40:59
Thanks to Figawi Charities for being part of a great night! #CabinFeverCapeCod,0,0,Cape Cod Beer,0,0,0,Link,02/27/2016 19:39:44
The time has finally come. Our Vienna lager is on tap at the brewery for samples and growler pours . Tasting oh so good. 5.5% ABV.,0,0.4865,Drop In Brewing Company,17,0,0,Photo,02/27/2016 19:34:20
We had a nice visit today. Dogs are always welcome at the brewery. All shapes and sizes.,0,0.4442,Mayflower Brewing Company,27,1,0,Photo,02/27/2016 18:57:48
"This is our CFO Paul. When he is not analyzing the financials & procuring hops, he fights alligators. #crazymfer",0,0.2949,Wormtown Brewery,32,0,0,Photo,02/27/2016 18:51:03
"The taproom is packed with people enjoying tacos and DJs! Come on by, we're open until 10!",0,0.4906,New City Brewery,11,0,0,Photo,02/27/2016 18:38:21
"It's always nice to be noticed.   Thanks for the kind words Thrilllist.com.  cheers, Bill",1,3.0107,White Birch Brewing,110,14,11,Link,02/27/2016 18:23:11
"Thank you to The Sailing Cow Cafe, Guapo's and Kelly's on Main for providing some amazing food for #CabinFeverCapeCod!",0,0,Cape Cod Beer,0,0,0,Status,02/27/2016 18:15:27
1-7pm today! Enjoy the sun and have a beer!,0,0.2322,SoMe Brewing Company,8,1,1,Photo,02/27/2016 18:11:26
The new Miles & Miles - Dry Hopped Pale Ale Tee Shirts are now available at the brewery honoring astronaut Derry native Alan Shepard.,0,0.1064,Henniker Brewing Company,3,0,1,Photo,02/27/2016 17:54:32
And then the happy wagon headed North ... 🍻,0,0.0962,Tuckerman Brewing Company,7,0,1,Photo,02/27/2016 17:50:53
Boom Shakalaka!,0,0.3946,Redhook Brewery,786,22,19,Photo,02/27/2016 17:35:00
,0,0.0512,Cape Cod Beer,7,0,0,Photo,02/27/2016 17:32:09
Local malt from our friends up the road in Maine! @blueoxmalthouse,0,0.0549,Smuttynose Brewing Co.,16,0,0,Photo,02/27/2016 17:28:54
Cheers to Surf and everyone who has been casting their vote every day! #NHBeer,0,0.2375,Stoneface Brewing Co.,12,2,0,Link,02/27/2016 17:27:52
WE CAN'T STOP! More killer music comin' at cha tonight!,0,0.1323,Medusa Brewing Company,6,1,1,Photo,02/27/2016 17:24:26
Full house!,0,0.1463,Cape Cod Beer,20,0,0,Photo,02/27/2016 17:16:27
The party is in full swing at Cape Cod Beer with Syndicate!,0,0.0585,Cape Cod Beer,8,0,0,Photo,02/27/2016 17:14:54
#CabinFeverCapeCod!,0,0.0439,Cape Cod Beer,6,0,0,Photo,02/27/2016 17:11:52
Our guys working hard on a Saturday afternoon!!,1,1.2716,Broad Brook Brewing,57,2,0,Photo,02/27/2016 16:32:37
"Music every Saturday 4-6 pm. Come hear singer songwriters, jazz trios, the Blues and many more.",0,0.0834,Tributary Brewing Company,3,3,0,Status,02/27/2016 16:00:02
,0,0.2364,Tributary Brewing Company,15,2,0,Event,02/27/2016 15:41:54
"So this is happening at Cranmore ...
ROCKPILE IPA pouring like a champ and a snowboard giveaway
Come on ovah!!
$1 off the IPA, Pale and Skimeister Alt",0,0.0601,Tuckerman Brewing Company,5,0,0,Photo,02/27/2016 15:26:02
#Freestyle34 now available @oxbowportland & @oxbownewcastle #Dark #farmhouseale with notes of dark cherry skin & bakers chocolate. Brought to you from the #woodsofmaine #GoodsfromtheWoods #mainebeer,0,0.2594,Oxbow Brewing Company,24,0,0,Photo,02/27/2016 15:25:53
Happy Saturday!! Today's special is Sloppy Joes! Come pair it up with a beer!  CHEERS!,0,0.0944,"BricktownE Brewing Company ""The Barrel House""",2,0,0,Photo,02/27/2016 15:09:57
John Polino of HOT MESS - BOSTON ROCK (who played at the Fall Festival) is playing solo acoustic tonight at 6! Hope to see you!,0,0.1637,Westfield River Brewing Company,7,0,0,Status,02/27/2016 15:06:24
Last #lazysaturday homebrew edition with @farmhousebangor !!,0,0.2532,Atlantic Brewing Company,12,0,0,Photo,02/27/2016 14:41:25
If only people loved our beer...,1,1.4378,Wormtown Brewery,150,6,0,Photo,02/27/2016 14:29:23
It's voting time again! Show your love for 7th at http://www.nhmagazine.com/Best-of-NH-Food-Ballot/,0,0.0524,7th Settlement Brewery,3,0,0,Photo,02/27/2016 14:25:10
Brewery is open today 1pm to 8pm and the Quacker Oat Stout is in the bottle and ready for you to take home.,0,0.2242,Buzzards Bay Brewing,17,3,0,Photo,02/27/2016 14:15:50
,0,0.0343,Newport Storm Beer,5,0,0,Photo,02/27/2016 14:15:18
,0,0.387,Lefty's Brewing Company,18,0,0,Event,02/27/2016 14:14:00
"Foolproof is setting sail for Plymouth today! The landing party starts at 4pm with a tasting at Craft Beer Cellar and then moves onto Speedwell Tavern at 6 pm for hot wings and beer pairings! 
Be sure to try the cask of Blood Orange, Lime, Chili and 3x hop infused Backyahd & we're going to live infuse Shuckolate with coffee, chocolate, and spices for your tasting pleasure. Don't miss it!",0,0,Foolproof Brewing Company,0,0,0,Photo,02/27/2016 14:02:26
Just dropped of two kegs of Pale Ale and Brown Ale at Rooster Co. in Newington! We've heard the chicken and waffles they serve for brunch is mother cluckin' delicious! #roostercompany @cockadoodlenews #duvigbeer #ctcraftbeer #craftbeer #duvigbrewingco #puns,0,0.2993,DuVig Brewing Company,6,0,0,Photo,02/27/2016 13:59:38
"Today's line up!
Open 12-8PM

Bourbon Barrel- Aged Bock
Cream Ale
Brown Ale
Pale Ale
Oatmeal Stout
Moxie Ale",0,0.0499,DuVig Brewing Company,1,0,0,Photo,02/27/2016 13:55:33
A pin of rum barrel aged RIS and our first-ever Hopulization cask. Tonight around 7PM! #PBW2016,0,0.2545,Stoneface Brewing Co.,14,1,0,Link,02/27/2016 13:43:01
,0,0.3883,DL Geary Brewing,8,0,0,Photo,02/27/2016 13:35:48
Oooh yes,1,1.3107,DL Geary Brewing,23,4,0,Photo,02/27/2016 13:22:36
It might as well be spring! http://ow.ly/YCmve,0,0.0219,Cape Cod Beer,2,0,1,Link,02/27/2016 13:20:42
,1,0.534,DL Geary Brewing,11,0,0,Photo,02/27/2016 13:19:49
We're already thinking spring. Is that so bad? http://bit.ly/findtrvlr,1,4.7237,Traveler Beer Company,2014,343,265,Photo,02/27/2016 13:03:01
"Humbled by the kind words Travel Like a Local: Vermont, thank you!",1,2.6147,Four Quarters Brewing,94,12,16,Link,02/27/2016 12:45:50
,0,0.0195,Aeronaut Brewing Company,2,0,0,Event,02/27/2016 12:42:45
"Cheese AND beer?? Almost sounds too good to be true.....

Come by Grapes & Gourmet in Jamestown from 12 to 2PM to *finally* get your hands on some Smoke RIng! 
Or walk down memory lane with a few of our other barrel-aged favorites.... either way, we're having an awesome Saturday!

See you soon!
- Jess",0,0.0275,Newport Storm Beer,3,0,1,Photo,02/27/2016 12:41:26
"The bar is just about done in the new facility. Here's a sneak peak at some decor!

Remember, we're still pouring tasters, howlers, and growlers at our temporary tap room at 80 Ethan Allen Dr in South Burlington!

Open:
Thursday: 3 - 9pm
Friday: 3 -  9pm
Saturday: 1 - 9pm
Sunday 1 - 6pm",1,0.7678,Infinity Farnham Ale & Lager VT,15,1,4,Photo,02/27/2016 12:19:30
We're about to spice things up around here! ..and you can taste the fruits of our labor at Cask & Vine on Tuesday night! #habanerojavelina,1,3.5159,Rockingham Brewing Company,33,17,2,Photo,02/27/2016 12:18:04
"On tap today Crowbar, Handlebar, Proserpine, Think Tank brewed with Amarillo, Unstoppable, and Think Tank brewed with Belma!  All are available for tasters and #crowlerstogo!  #nhbeer #gcbeerworks #crowlercraving #pursuitofhoppiness",1,0.9125,Garrison City Beerworks,20,0,2,Photo,02/27/2016 12:13:14
Queen of the Yahd on tap today for tours! #queen #raspberry #ribeer #401 #ipa #brewerytour #pawtucket #rhodeisland #yourlifeyourbeer,0,0.1031,Foolproof Brewing Company,3,3,0,Photo,02/27/2016 12:06:51
"BrewPoo! 
1-5pm today! 
On Tap:
Flagship Cream Ale
Flying Jenny Extra Pale Ale
Leaning Chimney Smoked Porter
Mary Ann's Ginger Spice
Chalkboard Series: Black Mast Stout 
Dark Star w/ Cherries (32oz fill only) $16
Pour Judgement IPA
Great Ketch IPL
Captain's Daughter DIPA
Today's Firkin- Black Mast
#drinklocal #supportlocal #craftbeer #oopsicrappedmypants",0,0.1577,Grey Sail Brewing of Rhode Island,8,1,0,Photo,02/27/2016 12:03:46
"The brewery is open 12-4 today. Come on by and get some Hoppy Pale Ale, American Stout, Coffee-Oatmeal Stout, and Smoked Porter.",0,0.3311,Out.Haus Ales,3,0,0,Photo,02/27/2016 11:59:41
What a day to be drinking bier in Maine! Open 12-6 today with the last of Rocktoberfest and some other special draughts. #begneiss #mainebeer #whataweekend,1,1.4163,Gneiss Brewing Company,39,1,3,Photo,02/27/2016 11:49:13
"Cask of Dirty Girl IPA -  Dry Hopped with Citra hops will be back on today at 4pm. 
Updated draft list
Pennhurst Pale Ale
Dirty Girl IPA
Hoppy Valley IPA
Odin Quadruple
Nigthshade Stout",0,0.3738,Abandoned Building Brewery,10,0,2,Status,02/27/2016 11:32:27
"Today's the big day! Starting at 2:00 Catalyst goes on sale. Bottles are extremely limited, only 2 per person! $15 each, 22 oz bomber. Ready to drink today or cellar for a few months. We're also filling growlers of D-Burg, Machu Picchu, Noctivagator and running low on Part Cardiac and Overryed. Open til 8. Get here early! #bottlerelease #oceansize #catalyst #brett #brettanomyces",1,0.7191,Black Pond Brews,13,0,2,Photo,02/27/2016 11:22:21
"Special treat today: Red Flag aged on medium toasted oak cubes

*Tommy Filiaut Trio takes the stage at 3 today",0,0.4467,Fort Hill Brewery,17,1,0,Photo,02/27/2016 11:10:35
"Sunday Funday at the Creek tomorrow. Laura and Michael live! New Jay's Brown ale from our brewer Jay Kendig! Sip so cold ones and sway to some killer tunes.

http://stonycreekbeer.com/events/laura-and-michael",0,0.1269,Stony Creek Beer,8,0,2,Link,02/27/2016 11:06:02
"I have known Bobby Forster for many years. He was a trusted hard working employee of the brewery. I have pedi cabbed along side him in years past. Our dogs have played together. Today, Bobby needs YOUR help. All by drinking beer. Our company has sponsored the Beers For Bobby event taking place at O'brien's Pub today from 1-5pm. I, along with Clare our PR coordinator and Bobby's classmate from Salve, plan to be there for it. This world has few people that are more genuine than Bobby. Please. Come by and have some beers with me. Cheers, Brewmaster Derek #beersforbobby A Cure For Forster",0,0.0069,Newport Storm Beer,1,0,0,Link,02/27/2016 11:01:26
"Tasting room is open 11- 9PM today.  Pouring our IPA, Hodad Porter, and Cowboy Neal.",0,0.0638,Fiddlehead Brewing Company,7,2,1,Status,02/27/2016 10:54:14
"Today, all day, our rarest barrel-aged beauts!",0,0.3203,Earth Eagle Brewings,16,0,0,Photo,02/27/2016 10:37:10
"Hi. 
You may not know me. We have History class together?...Mrs. Pintarino?...3rd period?
Yeah.
So, I was wondering...um...if you weren't doing anything...if you would...uh...maybe think about...maybe if you'd like to....you and I...if you wanna....maybe we could go to the Prom together?....you?....and me?...to the Prom?
No?
You won't?
Oh.
Well, I've got beer, y'know?

I've got 
- Sea Hag IPA
- Galaxy IPA
- Supernaut IPA and 
- 668 Belgian.

Yeah? You'll go with me.
Heh, heh, heh.",0,0.1862,New England Brewing Co.,33,3,0,Status,02/27/2016 10:33:37
